ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,trans_depth,method,host,uri,referrer,user_agent,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,filename,tags,username,password,proxied,orig_fuids,orig_mime_types,resp_fuids,resp_mime_types
"1445425851.539156","CKbev8ZJnYSrDQJDb","192.168.2.42","51098","192.168.88.115","80","1","GET","192.168.88.115","/spconnect.asp","http://192.168.88.115/spconfig.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","16705","200","OK","-","-","-","(empty)","-","-","-","-","-","FL5Usa3ejsVrIvsNG3","text/html"
"1445425851.694066","CT7cp02mRoS983ddx8","192.168.2.42","51099","192.168.88.115","80","1","GET","192.168.88.115","/jscript/spconnect.js","http://192.168.88.115/spconnect.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","22943","200","OK","-","-","-","(empty)","-","-","-","-","-","FBpXVw3tt9DeJ0A3yb","text/plain"
"1445425852.363404","CvyZia4HSYzqPtQJP3","192.168.2.42","51100","192.168.88.115","80","1","GET","192.168.88.115","/images/connect.gif","http://192.168.88.115/spconnect.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","105","200","OK","-","-","-","(empty)","-","-","-","-","-","FrHCpGwjM13dn6q8l","image/gif"
"1445425852.410213","C6YjAD3ZQtXUphT226","192.168.2.42","51101","192.168.88.115","80","1","GET","192.168.88.115","/favicon.ico","http://192.168.88.115/spconnect.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425863.128021","CGSfTL1QIjWSob5Bs9","192.168.2.42","51102","192.168.88.115","80","1","GET","192.168.88.115","/stserial.asp","http://192.168.88.115/spconnect.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","24638","200","OK","-","-","-","(empty)","-","-","-","-","-","F9BFY83pkqh1o55K43","text/html"
"1445425863.264406","CvBA6q2GuAeP6oKWp","192.168.2.42","51103","192.168.88.115","80","1","GET","192.168.88.115","/jscript/statistics.js","http://192.168.88.115/stserial.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","1556","200","OK","-","-","-","(empty)","-","-","-","-","-","FuUYlo4SuXraM2KES1","text/plain"
"1445425863.398933","CONJbn4JxQtzsd2GU2","192.168.2.42","51104","192.168.88.115","80","1","GET","192.168.88.115","/images/on.gif","http://192.168.88.115/stserial.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","1007","200","OK","-","-","-","(empty)","-","-","-","-","-","FVyPsa2FLeyIFWO9Sj","image/gif"
"1445425863.540461","Chc0AJ3nTvwoV3sQr6","192.168.2.42","51105","192.168.88.115","80","1","GET","192.168.88.115","/images/off.gif","http://192.168.88.115/stserial.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","946","200","OK","-","-","-","(empty)","-","-","-","-","-","FEy8Mz4PVGDuwqhUC8","image/gif"
"1445425863.625032","C0O3VW2cXu55y6Yb6f","192.168.2.42","51106","192.168.88.115","80","1","GET","192.168.88.115","/favicon.ico","http://192.168.88.115/stserial.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425873.612586","CZmkY41H9UoMmPhVs4","192.168.2.42","51107","192.168.88.115","80","1","GET","192.168.88.115","/stserial.asp?refresh_rate=10","http://192.168.88.115/stserial.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","24638","200","OK","-","-","-","(empty)","-","-","-","-","-","FReZXY2PyhhILJaEOc","text/html"
"1445425873.739737","C4b6444vuLcqFTQe98","192.168.2.42","51108","192.168.88.115","80","1","GET","192.168.88.115","/jscript/statistics.js","http://192.168.88.115/stserial.asp?refresh_rate=10","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","1556","200","OK","-","-","-","(empty)","-","-","-","-","-","FkHTOC2Z9zNUHl9ji8","text/plain"
"1445425873.876434","CBTuqj3YPdLZDJRNCa","192.168.2.42","51109","192.168.88.115","80","1","GET","192.168.88.115","/images/off.gif","http://192.168.88.115/stserial.asp?refresh_rate=10","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","946","200","OK","-","-","-","(empty)","-","-","-","-","-","FDs5HU1dB57koiIXi8","image/gif"
"1445425874.041130","CnQlcB4neRrk40Sz6l","192.168.2.42","51110","192.168.88.115","80","1","GET","192.168.88.115","/favicon.ico","http://192.168.88.115/stserial.asp?refresh_rate=10","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425879.902605","CO32Ro3Ab07yzBgnba","192.168.2.42","51111","192.168.88.115","80","1","GET","192.168.88.115","/sysstatus.asp","http://192.168.88.115/stserial.asp?refresh_rate=10","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","13130","200","OK","-","-","-","(empty)","-","-","-","-","-","FZtzqUu2JWrIvqp9g","text/html"
"1445425880.051873","C806Qv4BTbCHwa22ll","192.168.2.42","51112","192.168.88.115","80","1","GET","192.168.88.115","/jscript/slidemenu.js","http://192.168.88.115/sysstatus.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","10307","200","OK","-","-","-","(empty)","-","-","-","-","-","FBybX03v0vvpwgJxRj","text/plain"
"1445425880.054157","CJ153ljltzYHpzbzc","192.168.2.42","51113","192.168.88.115","80","1","GET","192.168.88.115","/jscript/sysstatus.js","http://192.168.88.115/sysstatus.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","1271","200","OK","-","-","-","(empty)","-","-","-","-","-","FfdsRe1f5S0p5s5ky6","text/plain"
"1445425884.106809","CgEDel1KfgK3xHJZlf","192.168.2.42","51115","192.168.88.115","80","1","GET","192.168.88.115","/syslogging.asp","http://192.168.88.115/sysstatus.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","15547","200","OK","-","-","-","(empty)","-","-","-","-","-","Fw5kqo156rgPJz2OUj","text/html"
"1445425884.252008","C5WlTV3lPbpbwF2zo7","192.168.2.42","51116","192.168.88.115","80","1","GET","192.168.88.115","/jscript/syslogging.js","http://192.168.88.115/syslogging.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","6390","200","OK","-","-","-","(empty)","-","-","-","-","-","FXtxFL9Kp9lqQCXFi","text/plain"
"1445425880.661318","CH3z3Z1BsMK3LfM5jk","192.168.2.42","51114","192.168.88.115","80","1","GET","192.168.88.115","/favicon.ico","http://192.168.88.115/sysstatus.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425884.523350","C61WBr3I5FtgziCnS9","192.168.2.42","51117","192.168.88.115","80","1","GET","192.168.88.115","/favicon.ico","http://192.168.88.115/syslogging.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445425892.203536","CILAg644oDOBZcVFr1","192.168.2.42","51118","192.168.88.115","80","1","GET","192.168.88.115","/userloggedonlist.asp","http://192.168.88.115/syslogging.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","11836","200","OK","-","-","-","(empty)","-","-","-","-","-","FFed7Q2FFo2Xw8LHbb","text/html"
"1445425892.711894","Ce45JD2vXzcXz14dDd","192.168.2.42","51119","192.168.88.115","80","1","GET","192.168.88.115","/favicon.ico","http://192.168.88.115/userloggedonlist.asp","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.64 Safari/537.36","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
